,countRef,openDate,sector,employer,employerType,jobTitle,type,countries
1920,1921,20211208,"a technology company focused on industry, infrastructure, transport, and healthcare",Siemens AG,O,Research Scientist (m/f/diverse) - Industrial Application of Quantum Computing,A,DE
1921,1922,20210711,space engineering practice,"Craft Prospect, Space Engineering",O,AI Software Engineer,A,GB
1922,1923,20211227,university,University of Cambridge,U,Research Associate in Quantum Computing (Fixed Term),A,GB
1923,1924,20221014,a technology company,IBM,O,R&D IBM Quantum Industry Consultant Communications (f/m/x),A,DE
1924,1925,20210709,university,University of Birmingham,U,Research Fellow,A,GB
1925,1926,20211231,symmetric encryption reborn for the cloud,ArQit Limited,O,Software architect - satellite ground systems,A,GB
1926,1927,20210306,Developer of quantum computing technologies,Oxford Ionics,O,Software Engineer,A,GB
1927,1928,20210727,university,University of Cambridge,U,Ray Dolby Professorship of Theoretical and Experimental Physics,F,GB
1928,1929,20210625,diamond company,De Beers Group of Companies,O,Intern,I,GB
1929,1930,20220617,symmetric encryption reborn for the cloud,ArQit Limited,O,Group Reporting Manager,A,GB
1930,1931,20201219,independent quantum computing company,Cambridge Quantum Computing,O,NLP Research Scientist,A,GB
1931,1932,20210323,university,University of York,U,Research Associate,A,GB
1932,1933,20211023,revolutionary technology platform,Quantum Motion Technology,O,IC Validation Engineer,A,GB
1933,1934,20220319,a quantum computing hardware and software company,Oxford Quantum Circuits,O,DevOps Engineer,A,GB
1934,1935,20210807,independent quantum computing company,Cambridge Quantum Computing,O,Senior Quantum Optics/Photonics Engineer,A,GB
1935,1936,20220409,Developer of quantum computing technologies,Oxford Ionics,O,R&D Technician,A,GB
1936,1937,20220106,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Talent Acquisition Specialist,A,GB
1937,1938,20220222,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Project Engineer / Manager,A,GB
1938,1939,20220903,technology company,Microsoft,O,Senior Software Engineer - Quantum,A,DK
1939,1940,20210320,,Helmholtz-Zentrum Dresden-Rossendorf,O,Postdoctoral Researcher (f/m/d) Quantum Computing Algorithms for Matter under Extreme Conditions,P,DE
1940,1941,20211104,science research institute,Fritz Haber Institute of the Max Planck Society,O,Postdoc position | Development of kinetic Monte Carlo software and multilevel strategies,P,DE
1941,1942,20210605,university,University of Leeds,U,Research Fellow in Terahertz Devices,A,GB
1942,1943,20220510,technology company,Nvidia,O,"Developer Relations Manager, Quantum Computing",A,DE
1943,1944,20220217,,IC Resources,O,Senior Firmware Engineer,A,GB
1944,1945,20210217,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Trapped IONS Hardware Development Manager,A,GB
1945,1946,20220725,university,Universitat Konstanz,U,Doctoral Position in Physics (2022/190),A,DE
1946,1947,20220409,university,Friedrich-Schiller-Universitt Jena,U,Research Associate (m/f/d) at the Quantum Hub Thringen,A,DE
1947,1948,20221123,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Research software engineer for quantum computing software,A,DE
1948,1949,20220826,university,University of Copenhagen,U,PhD fellowship in Experimental Quantum Matter,A,DK
1949,1950,20211124,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Programme Evaluation Manager,A,GB
1950,1951,20210410,symmetric encryption reborn for the cloud,ArQit Limited,O,Senior Software Engineering Manager,A,GB
1951,1952,20220427,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe,A,DE
1952,1953,20220921,"an application-oriented research institute in the fields of high-frequency electronics, photonics and quantum physics","Ferdinand Braun Institute, Leibniz Institute for High Frequency Technology (FBH)",O,Scientist (m/w/d) System engineering of an optical clock based on Rubidium two-photon spectroscopy - 39/22,A,DE
1953,1954,20211009,the UK authority on advanced digital technology,Digital Catapult,O,Quantum Computing Technologist,A,GB
1954,1955,20220906,university,University of Lubeck,U,PhD Student (m/f/d) in the area of Quantum Computing accelerated Databases,A,DE
1955,1956,20221026,university,Universitat Hamburg,U,Research Associate for the Project Quantum Computational Fluid Dynamics Platform independent quantum algorithms and their simulation,A,DE
1956,1957,20220209,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Legal and Contracts Specialist,A,GB
1957,1958,20201109,independent quantum computing company,Cambridge Quantum Computing,O,Software Engineer - Cryptography,A,GB
1958,1959,20210604,Developer of quantum computing technologies,Oxford Ionics,O,Operations Lead,A,GB
1959,1960,20220810,a leading pioneer for nanotechnology solutions in industry and research,attocube systems AG,O,Accountant,A,DE
1960,1961,20221027,German public IT services provider,BWI GmbH,O,Lead Expert Quantum Sensing (m/w/d),A,DE
1961,1962,20210418,quantum computing hardware company,IQM,O,Senior Quantum Device Design Engineer (m/w/d),A,DE
1962,1963,20220426,university,Leibniz Universitat Hanover,U,"Research associate (PhD, m/f/d) in the field of experimental physics",A,DE
1963,1964,20220703,quantum computing hardware company,IQM,O,Quantum Application Engineer (m/w/d),A,DK
1964,1965,20220807,university,Royal Holloway University of London,U,Research Associate in Dark Matter and Low Temperature Physics,A,GB
1965,1966,20220714,independent quantum computing company,Cambridge Quantum Computing,O,DevOps Engineer,A,GB
1966,1967,20220405,American multinational technology company,Google,O,"Research Scientist, Quantum Algorithms",A,DE
1967,1968,20211023,,SpinUp AI,O,Algorithmic Trading Quant - Quantum Computing Start Up,A,GB
1968,1969,20220404,a high-tech startup,Q.ANT GmbH,O,Developer (m/f/d) of quantum light sources,A,DE
1969,1970,20211219,university,University of York,U,Research Associate in Experimental Quantum Communications,A,GB
1970,1971,20210913,university,Queens University Belfast,U,"Research Fellow, School of Mathematics and Physics",A,GB
1971,1972,20221201,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Founders Associate (m/w/d),A,DE
1972,1973,20210311,,kiutra GmbH,O,Cryogenic Sales Engineer,A,DE
1973,1974,20220212,global professional services company,Accenture,O,Quantum Data Scientist – Technology Innovation Quantum Computing Group (all genders),A,DE
1974,1975,20220504,"technology, software and digital recruitment consultancy",Understanding Recruitment,O,Applied Researcher,A,GB
1975,1976,20220125,university,University of Warwick,U,Research Fellow,A,GB
1976,1977,20220330,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Theoretical condensed-matter physics,A,DE
1977,1978,20210715,global professional services company,Accenture,O,Technical Architect (all genders) Blockchain & Multiparty Systems,A,DE
1978,1979,20220523,symmetric encryption reborn for the cloud,ArQit Limited,O,Security Analyst,A,GB
1979,1980,20220130,,Infleqtion / ColdQuanta,O,Full Stack Software Engineer,A,GB
1980,1981,20210419,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",Science and Technology Facilities Council (STFC),O,Quantum Systems Technology Development Manager,A,GB
1981,1982,20211206,"provides software for materials scientists in the chemical industry, as well as in academia",HQS Quantum Simulations,O,Office Manager / Assistenz der Geschftsfhrung - Administration / Verwaltung (m/w/d),A,DE
1982,1983,20220322,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Universal Quantum,O,Python Developer,A,GB
1983,1984,20210709,university,Newcastle University,U,Research Assistant/Associate in Computational Chemistry,A,GB
1984,1985,20220422,university,University of Warwick,U,"Research Fellow, Machine Learning in Computational Chemistry",A,GB
1985,1986,20211109,university,Royal Holloway University of London,U,Research Associate in Low Temperature Physics,A,GB
1986,1987,20220629,university,University of Sheffield,U,Research Associate in Computer Science Logic (x2),A,GB
1987,1988,20210628,university,University of Bristol,U,Lecturer/Senior Lecturer/Associate Professor in Quantum Communication Technologies,F,GB
1988,1989,20210626,German public IT services provider,BWI GmbH,O,Experte Quantum IT Security & Datenschutz (inkl. Regulatorik) (m/w/d),A,DE
1989,1990,20220407,"the world's leading manufacturer of premium automobiles and motorcycles, and provider of premium financial and mobility services",BMW Group,O,PhD student Quantum Computing for Engineering,A,DE
1990,1991,20210615,a cutting edge technology company,Quantum Detectors,O,Software Engineer,A,GB
1991,1992,20210515,American tech multinational,Amazon,O,Research Scientist - Quantum Computing,A,GB
1992,1993,20220619,independent quantum computing company,Cambridge Quantum Computing,O,"Research Software Engineer, Quantum Algorithms (Cambridge)",A,GB
1993,1994,20211222,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Theoretical Physics and Quantum Physics,A,DE
1994,1995,20220121,university,University of Bristol,U,Research Associate/Senior Research Associate in Quantum Computing Theory,A,GB
1995,1996,20210225,,"Leibniz Supercomputing Centre (Leibniz-Rechenzentrum, LRZ)",O,Quantum Computing Engineer (f/m/d),A,DE
1996,1997,20211005,university,Heriot Watt University,U,Research Associate - Quantum Magnetometry of complex quantum materials,A,GB
1997,1998,20220219,university,University of Nottingham,U,Research Associate / Fellow (fixed term),A,GB
1998,1999,20220127,university,Universitat Hamburg,U,"Research Associate in Quantum Field Theory, String Theory and Integrable Models",A,DE
1999,2000,20220302,independent quantum computing company,Cambridge Quantum Computing,O,Senior Research Scientist Quantum Cryptography (theoretical quantum cryptog,A,GB
2000,2001,20210607,a leading global financial services firm,JP Morgan Chase,O,Applied Research Engineer,A,GB
2001,2002,20211008,university,Heriot Watt University,U,Research Associate - Single-photon imaging,A,GB
2002,2003,20210814,university,The University of Manchester,U,Research Associate in Quantum Transport of Van Der Waals Materials,A,GB
2003,2004,20210409,university,University of St Andrews,U,Research Fellow in Experimental Condensed Matter Physics,A,GB
2004,2005,20221014,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Master Thesis - Thermal Management of Scalable Cryogenic Electronics for Quantum Computing Applications,A,DE
2005,2006,20210715,global professional services company,Accenture,O,Technology Innovation Blockchain & Multiparty Systems Technology Analyst,A,DE
2006,2007,20220322,a leading-edge photonics company,UniKLasers,O,Optical Engineer Intern,I,GB
2007,2008,20210629,university,Johannes Gutenberg-Universitt Mainz,U,Ph.D. position (f/m/d),A,DE
2008,2009,20220420,university,University of Oxford,U,"Technology Associate, QCS Hub",A,GB
2009,2010,20220730,a research institute of the Bavarian Academy of Sciences and Humanities (BAdW),Walther Meissner Institute,O,Student assistant on outreach activities as part of the Munich Quantum Valley (m/f/d),A,DE
2010,2011,20220225,university,International Graduate School in Quantum Technologies,U,PhD Positions in Quantum Optics and Quantum Technologies,A,GB
2011,2012,20220305,American multinational technology company,Google,O,Research Scientist Quantum Algorithms,A,DE
2012,2013,20220621,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Master thesis: Reactive Ion Etching process for quantum computing & MRAM applications,A,DE
2013,2014,20210703,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Optical frequency reference for the project COMPASSO,A,DE
2014,2015,20211112,university,University of Bristol,U,Research Associate /Senior Research Associate in QET Labs,A,GB
