,0,1,2,3,4,5,6
3729,countRef,openDate,employer,employerType,jobTitle,type,countries
3730,001866,20221105,Technische Universitt Hamburg,U,Research Associate (m/f/d) / Research Associate (m/f/d) for the Institute of Fluid Dynamics and Ship Theory,A,DE
3731,countRef,openDate,employer,employerType,jobTitle,type,countries
3732,001867,20220511,Quantum Machines,O,System Validation Engineer Stuttgart-,A,DE
3733,countRef,openDate,employer,employerType,jobTitle,type,countries
3734,001868,20210519,Nu Quantum,O,Photonics Engineer,A,GB
3735,countRef,openDate,employer,employerType,jobTitle,type,countries
3736,001869,20210429,University of Siegen,U,Research Associate (Postdoc) - Eperimental Particle Physics,P,DE
3737,countRef,openDate,employer,employerType,jobTitle,type,countries
3738,001870,20210526,EASYRECRUE,O,Research Scientist Neuroscience for Brain Machine Interface,A,DE
3739,countRef,openDate,employer,employerType,jobTitle,type,countries
3740,001871,20220605,Universal Quantum,O,Senior Python Developer,A,GB
3741,countRef,openDate,employer,employerType,jobTitle,type,countries
3742,001872,20220630,IBM,O,Front End Engineer- Advanced Prototyping Team,A,GB
3743,countRef,openDate,employer,employerType,jobTitle,type,countries
3744,001873,20210623,University of Oxford,U,Postdoctoral Research Assistant in Ion Trap Quantum Computing,P,GB
3745,countRef,openDate,employer,employerType,jobTitle,type,countries
3746,001874,20220621,ArQit Limited,O,Projects Assistant,A,GB
3747,countRef,openDate,employer,employerType,jobTitle,type,countries
3748,001875,20220114,GSI Helmholtz Center for Heavy Ion Research,O,Senior Scientist / Researcher (all genders) Tenure Track in Quantum many-body theory: Applications to intense fields and quantum engineering,A,DE
3749,countRef,openDate,employer,employerType,jobTitle,type,countries
3750,001876,20210817,Universitt Kassel,U,"W 2 - Qualification professorship with development commitment (Tenure option) for ""Experimental Physics"" (m/f/d)",F,DE
3751,countRef,openDate,employer,employerType,jobTitle,type,countries
3752,001877,20220211,Quantum Brilliance,O,Operations Director,A,DE
3753,countRef,openDate,employer,employerType,jobTitle,type,countries
3754,001878,20211224,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Theoretical Physics (String Theory/Quantum Gravity),A,DE
3755,countRef,openDate,employer,employerType,jobTitle,type,countries
3756,001879,20210511,Loughborough University,U,Research Associate in Condensed Matter Theory and 2D materials,A,GB
3757,countRef,openDate,employer,employerType,jobTitle,type,countries
3758,001880,20220324,Cambridge Quantum Computing,O,Finance Director,A,GB
3759,countRef,openDate,employer,employerType,jobTitle,type,countries
3760,001881,20220226,University of Birmingham,U,Research Fellow (Post-Quantum Cryptography)- School of Computer Science - 99158,P,GB
3761,countRef,openDate,employer,employerType,jobTitle,type,countries
3762,001882,20220623,ANGOKA,O,Project Manager,A,GB
3763,countRef,openDate,employer,employerType,jobTitle,type,countries
3764,001883,20220315,Technical University of Munich (TUM),U,Project Manager (m/w/d) Munich Quantum Valley,A,DE
3765,countRef,openDate,employer,employerType,jobTitle,type,countries
3766,001884,20220517,Riverlane,O,Marketing Assistant,A,GB
3767,countRef,openDate,employer,employerType,jobTitle,type,countries
3768,001885,20220208,University of Leeds,U,Research Fellow in Quantum Communications,A,GB
3769,countRef,openDate,employer,employerType,jobTitle,type,countries
3770,001886,20210628,JP Morgan Chase,O,Senior Applied Research Engineer - London - Chief Technology Office,A,GB
3771,countRef,openDate,employer,employerType,jobTitle,type,countries
3772,001887,20211217,KETS Quantum Security Ltd,O,Senior / Network Engineer,A,GB
3773,countRef,openDate,employer,employerType,jobTitle,type,countries
3774,001888,20210227,UK Research & Innovation (UKRI),O,Deputy Director of Innovation - NQCC,A,GB
3775,countRef,openDate,employer,employerType,jobTitle,type,countries
3776,001889,20220822,Queens University Belfast,U,Research Fellows in Thin Film Microfabrication/MEMS,A,GB
3777,countRef,openDate,employer,employerType,jobTitle,type,countries
3778,001890,20220723,Leibniz-Gemeinschaft,O,Doctoral student (m/f/d) in the Quantum and Topological Nanophotonics group,A,DE
3779,countRef,openDate,employer,employerType,jobTitle,type,countries
3780,001891,20220409,Cambridge Quantum Computing,O,"Research Engineers, Natural Language Processing (NLP) / Machine Learning (ML)",A,GB
3781,countRef,openDate,employer,employerType,jobTitle,type,countries
3782,001892,20210920,KETS Quantum Security Ltd,O,Graduate Electronics Engineer,A,GB
3783,countRef,openDate,employer,employerType,jobTitle,type,countries
3784,001893,20210612,Airbus,O,Internship/Master Thesis on Quantum Communications (d/f/m),I,DE
3785,countRef,openDate,employer,employerType,jobTitle,type,countries
3786,001894,20220802,University of Oxford,U,Postdoctoral Research Assistant in Coherent Diamond Microcavity Systems,P,GB
3787,countRef,openDate,employer,employerType,jobTitle,type,countries
3788,001895,20210217,HQS Quantum Simulations,O,Quantum Software Specialist (m/f/x),A,DE
3789,countRef,openDate,employer,employerType,jobTitle,type,countries
3790,001896,20210920,IC Resources,O,Digital Design Engineer,A,GB
3791,countRef,openDate,employer,employerType,jobTitle,type,countries
3792,001897,20220818,Deutsches Elektronen-Synchrotron (DESY),O,Project assistance in Center for Quantum Technology and Applications,A,DE
3793,countRef,openDate,employer,employerType,jobTitle,type,countries
3794,001898,20210923,Cambridge Quantum Computing,O,Quantum Machine Learning Internship,I,GB
3795,countRef,openDate,employer,employerType,jobTitle,type,countries
3796,001899,20220322,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Research Associates for Quantum Computing,A,DE
3797,countRef,openDate,employer,employerType,jobTitle,type,countries
3798,001900,20200906,Nu Quantum,O,QRNG Experimental Scientist,A,GB
3799,countRef,openDate,employer,employerType,jobTitle,type,countries
3800,001901,20211014,Fraunhofer-Institut fr Angewandte Optik und Feinmechanik,O,Student Assistant for Programming within the Field of Quantum Technology,A,DE
3801,countRef,openDate,employer,employerType,jobTitle,type,countries
3802,001902,20220411,Universitat Hamburg,U,Research Associate Feynman Integration,A,DE
3803,countRef,openDate,employer,employerType,jobTitle,type,countries
3804,001903,20220818,University College London,U,Research Assistant / Research Fellow in Integrated Photonics for Quantum Networks,A,GB
3805,countRef,openDate,employer,employerType,jobTitle,type,countries
3806,001904,20210310,University of Glasgow,U,Professor in Quantum Engineering for Sensors and Timing,F,GB
3807,countRef,openDate,employer,employerType,jobTitle,type,countries
3808,001905,20220713,University of Nottingham,U,Research Associate/Fellow in Ultra Cold Atoms & Quantum Optics (Fixed term),A,GB
3809,countRef,openDate,employer,employerType,jobTitle,type,countries
3810,001906,20210706,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence CUI: Advanced Imaging of Matter- Ab-initio Simulations of Photon-modified Chemical Reactions,A,DE
3811,countRef,openDate,employer,employerType,jobTitle,type,countries
3812,001907,20210306,Novanta,O,Verification Mechanical Design Engineer,A,GB
3813,countRef,openDate,employer,employerType,jobTitle,type,countries
3814,001908,20220830,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD-Position - Development of scalable superconducting quantum systems,A,DE
3815,countRef,openDate,employer,employerType,jobTitle,type,countries
3816,001909,20210529,IBM,O,Internship/Praktikum: IBM Quantum Community Advocate (m/w/x),I,DE
3817,countRef,openDate,employer,employerType,jobTitle,type,countries
3818,001910,20220719,Max Planck Institute for Solid State Research,O,PhD Position (m/f/d) | Light-matter interaction at the atomic scale,A,DE
3819,countRef,openDate,employer,employerType,jobTitle,type,countries
3820,001911,20210419,Science and Technology Facilities Council (STFC),O,Programme Manager,A,GB
3821,countRef,openDate,employer,employerType,jobTitle,type,countries
3822,001912,20221125,Helmholtz-Zentrum Dresden-Rossendorf,O,"PhD student (f/m/d) on the topic ""Spatially resolved single or few ion implantations for quantum technology""",A,DE
3823,countRef,openDate,employer,employerType,jobTitle,type,countries
3824,001913,20211203,ArQit Limited,O,Recruitment Coordinator,A,GB
3825,countRef,openDate,employer,employerType,jobTitle,type,countries
3826,001914,20220615,NORBLIS,O,Engineers For Developing Novel Mid-Infrared and Quantum Imaging Systems (# Of Pos: 2),A,DK
3827,countRef,openDate,employer,employerType,jobTitle,type,countries
3828,001915,20220810,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Technical Project Manager in Photonic Quantum Technology (IOF-2022-28),A,DE
3829,countRef,openDate,employer,employerType,jobTitle,type,countries
3830,001916,20220810,Leibniz Institute for Solid State and Materials Research Dresden (IFW Dresden),O,PhD student (m/f/d) 046-22-4320,A,DE
3831,countRef,openDate,employer,employerType,jobTitle,type,countries
3832,001917,20220822,Technischa Universitat Kaiserslautern,U,PhD Student in Computer Science with Focus on Quantum Artificial Intelligence,A,DE
3833,countRef,openDate,employer,employerType,jobTitle,type,countries
3834,001918,20220430,Oxford Ionics,O,FPGA Engineer/Senior FPGA Engineer,A,GB
3835,countRef,openDate,employer,employerType,jobTitle,type,countries
3836,001919,20210501,Newcastle University,U,Research Assistant/Associate in Photonics,A,GB
3837,countRef,openDate,employer,employerType,jobTitle,type,countries
3838,001920,20220415,Imperial College London,U,Lecturer in Condensed Matter Theory,F,GB
3839,countRef,openDate,employer,employerType,jobTitle,type,countries
3840,001921,20211208,Siemens AG,O,Research Scientist (m/f/diverse) - Industrial Application of Quantum Computing,A,DE
3841,countRef,openDate,employer,employerType,jobTitle,type,countries
3842,001922,20210711,"Craft Prospect, Space Engineering",O,AI Software Engineer,A,GB
3843,countRef,openDate,employer,employerType,jobTitle,type,countries
3844,001923,20211227,University of Cambridge,U,Research Associate in Quantum Computing (Fixed Term),A,GB
3845,countRef,openDate,employer,employerType,jobTitle,type,countries
3846,001924,20221014,IBM,O,R&D IBM Quantum Industry Consultant Communications (f/m/x),A,DE
3847,countRef,openDate,employer,employerType,jobTitle,type,countries
3848,001925,20210709,University of Birmingham,U,Research Fellow,A,GB
3849,countRef,openDate,employer,employerType,jobTitle,type,countries
3850,001926,20211231,ArQit Limited,O,Software architect - satellite ground systems,A,GB
3851,countRef,openDate,employer,employerType,jobTitle,type,countries
3852,001927,20210306,Oxford Ionics,O,Software Engineer,A,GB
3853,countRef,openDate,employer,employerType,jobTitle,type,countries
3854,001928,20210727,University of Cambridge,U,Ray Dolby Professorship of Theoretical and Experimental Physics,F,GB
3855,countRef,openDate,employer,employerType,jobTitle,type,countries
3856,001929,20210625,De Beers Group of Companies,O,Intern,I,GB
3857,countRef,openDate,employer,employerType,jobTitle,type,countries
3858,001930,20220617,ArQit Limited,O,Group Reporting Manager,A,GB
3859,countRef,openDate,employer,employerType,jobTitle,type,countries
3860,001931,20201219,Cambridge Quantum Computing,O,NLP Research Scientist,A,GB
3861,countRef,openDate,employer,employerType,jobTitle,type,countries
3862,001932,20210323,University of York,U,Research Associate,A,GB
3863,countRef,openDate,employer,employerType,jobTitle,type,countries
3864,001933,20211023,Quantum Motion Technology,O,IC Validation Engineer,A,GB
3865,countRef,openDate,employer,employerType,jobTitle,type,countries
3866,001934,20220319,Oxford Quantum Circuits,O,DevOps Engineer,A,GB
3867,countRef,openDate,employer,employerType,jobTitle,type,countries
3868,001935,20210807,Cambridge Quantum Computing,O,Senior Quantum Optics/Photonics Engineer,A,GB
3869,countRef,openDate,employer,employerType,jobTitle,type,countries
3870,001936,20220409,Oxford Ionics,O,R&D Technician,A,GB
3871,countRef,openDate,employer,employerType,jobTitle,type,countries
3872,001937,20220106,Oxford Quantum Circuits,O,Talent Acquisition Specialist,A,GB
3873,countRef,openDate,employer,employerType,jobTitle,type,countries
3874,001938,20220222,Oxford Quantum Circuits,O,Project Engineer / Manager,A,GB
3875,countRef,openDate,employer,employerType,jobTitle,type,countries
3876,001939,20220903,Microsoft,O,Senior Software Engineer - Quantum,A,DK
3877,countRef,openDate,employer,employerType,jobTitle,type,countries
3878,001940,20210320,Helmholtz-Zentrum Dresden-Rossendorf,O,Postdoctoral Researcher (f/m/d) Quantum Computing Algorithms for Matter under Extreme Conditions,P,DE
3879,countRef,openDate,employer,employerType,jobTitle,type,countries
3880,001941,20211104,Fritz Haber Institute of the Max Planck Society,O,Postdoc position | Development of kinetic Monte Carlo software and multilevel strategies,P,DE
3881,countRef,openDate,employer,employerType,jobTitle,type,countries
3882,001942,20210605,University of Leeds,U,Research Fellow in Terahertz Devices,A,GB
3883,countRef,openDate,employer,employerType,jobTitle,type,countries
3884,001943,20220510,Nvidia,O,"Developer Relations Manager, Quantum Computing",A,DE
3885,countRef,openDate,employer,employerType,jobTitle,type,countries
3886,001944,20220217,IC Resources,O,Senior Firmware Engineer,A,GB
3887,countRef,openDate,employer,employerType,jobTitle,type,countries
3888,001945,20210217,Science and Technology Facilities Council (STFC),O,Trapped IONS Hardware Development Manager,A,GB
3889,countRef,openDate,employer,employerType,jobTitle,type,countries
3890,001946,20220725,Universitat Konstanz,U,Doctoral Position in Physics (2022/190),A,DE
3891,countRef,openDate,employer,employerType,jobTitle,type,countries
3892,001947,20220409,Friedrich-Schiller-Universitt Jena,U,Research Associate (m/f/d) at the Quantum Hub Thringen,A,DE
3893,countRef,openDate,employer,employerType,jobTitle,type,countries
3894,001948,20221123,Julich Supercomputing Centre / Forschungszentrum Julich,O,Research software engineer for quantum computing software,A,DE
3895,countRef,openDate,employer,employerType,jobTitle,type,countries
