,code,context,work_context
2331,33-3051.00,70,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
2332,33-3051.00,69,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
2333,33-3051.00,69,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
2334,33-3051.00,69,Extremely Bright or Inadequate Lighting — How often does this job require working in extremely bright or inadequate lighting conditions?
2335,33-3051.00,69,Very Hot or Cold Temperatures — How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?
2336,33-3051.00,68,Consequence of Error — How serious would the result usually be if the worker made a mistake that was not readily correctable?
2337,33-3051.00,68,Exposed to Hazardous Equipment — How often does this job require exposure to hazardous equipment?
2338,33-3051.00,68,"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets — How much does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hard hats or life jackets?"
2339,33-3051.00,67,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
2340,33-3051.00,63,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
2341,33-3051.00,62,Spend Time Sitting — How much does this job require sitting?
2342,33-3051.00,57,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
2343,33-3051.00,56,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
2344,33-3051.00,55,"Indoors, Not Environmentally Controlled — How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?"
2345,33-3051.00,51,"Exposed to Minor Burns, Cuts, Bites, or Stings — How often does this job require exposure to minor burns, cuts, bites, or stings?"
2346,33-3051.00,49,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
2347,33-3051.00,47,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
2348,33-3051.00,47,Spend Time Standing — How much does this job require standing?
2349,33-3051.00,46,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
2350,33-3051.00,45,Exposed to Hazardous Conditions — How often does this job require exposure to hazardous conditions?
2351,33-3051.00,42,Spend Time Walking and Running — How much does this job require walking and running?
2352,33-3051.00,39,Spend Time Bending or Twisting the Body — How much does this job require bending or twisting your body?
2353,33-3051.00,38,"Cramped Work Space, Awkward Positions — How often does this job require working in cramped work spaces that requires getting into awkward positions?"
2354,33-3051.00,37,Public Speaking — How often do you have to perform public speaking in this job?
2355,33-3051.00,36,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
2356,33-3051.00,26,"Spend Time Kneeling, Crouching, Stooping, or Crawling — How much does this job require kneeling, crouching, stooping or crawling?"
2357,33-3051.00,23,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
2358,33-3051.00,21,Degree of Automation — How automated is the job?
2359,33-3051.00,19,Exposed to High Places — How often does this job require exposure to high places?
2360,33-3051.00,18,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
2361,33-3051.00,13,Exposed to Radiation — How often does this job require exposure to radiation?
2362,33-3051.00,10,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
2363,33-3051.00,6,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
2364,33-3051.00,2,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
2365,27-2012.00,100,Electronic Mail — How often do you use electronic mail in this job?
2366,27-2012.00,96,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
2367,27-2012.00,94,Telephone — How often do you have telephone conversations in this job?
2368,27-2012.00,94,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
2369,27-2012.00,93,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
2370,27-2012.00,91,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
2371,27-2012.00,90,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
2372,27-2012.00,89,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
2373,27-2012.00,89,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
