,code,imortance,work_style
11053,49-3043.00,53,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
11054,49-3043.00,51,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
11055,49-3043.00,44,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
11056,53-4013.00,91,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
11057,53-4013.00,89,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
11058,53-4013.00,85,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
11059,53-4013.00,85,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
11060,53-4013.00,83,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
11061,53-4013.00,83,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
11062,53-4013.00,82,Integrity — Job requires being honest and ethical.
11063,53-4013.00,80,Initiative — Job requires a willingness to take on responsibilities and challenges.
11064,53-4013.00,79,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
11065,53-4013.00,78,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
11066,53-4013.00,74,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
11067,53-4013.00,74,Persistence — Job requires persistence in the face of obstacles.
11068,53-4013.00,72,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
11069,53-4013.00,71,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
11070,53-4013.00,70,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
11071,53-4013.00,58,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
11072,47-4061.00,78,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
11073,47-4061.00,71,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
11074,47-4061.00,71,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
11075,47-4061.00,71,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
11076,47-4061.00,70,Integrity — Job requires being honest and ethical.
11077,47-4061.00,65,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
11078,47-4061.00,64,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
11079,47-4061.00,63,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
11080,47-4061.00,62,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
11081,47-4061.00,62,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
11082,47-4061.00,61,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
11083,47-4061.00,61,Persistence — Job requires persistence in the face of obstacles.
11084,47-4061.00,59,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
11085,47-4061.00,59,Initiative — Job requires a willingness to take on responsibilities and challenges.
11086,47-4061.00,58,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
11087,47-4061.00,55,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
11088,53-4022.00,88,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
11089,53-4022.00,81,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
11090,53-4022.00,77,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
