,code,importance,skill
26996,47-2152.04,50,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
26997,47-2152.04,50,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
26998,47-2152.04,50,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
26999,47-2152.04,50,Instructing — Teaching others how to do something.
27000,47-2152.04,50,Service Orientation — Actively looking for ways to help people.
27001,47-2152.04,47,Coordination — Adjusting actions in relation to others' actions.
27002,47-2152.04,47,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
27003,47-2152.04,47,Operation and Control — Controlling operations of equipment or systems.
27004,47-2152.04,47,Repairing — Repairing machines or systems using the needed tools.
27005,47-2152.04,47,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
27006,47-2152.04,47,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
27007,47-2152.04,44,Negotiation — Bringing others together and trying to reconcile differences.
27008,47-2152.04,44,Persuasion — Persuading others to change their minds or behavior.
27009,47-2152.04,44,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
27010,47-2152.04,44,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
27011,47-2152.04,38,Learning Strategies — Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.
27012,47-2152.04,38,Mathematics — Using mathematics to solve problems.
27013,47-2152.04,35,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
27014,47-2152.04,31,Technology Design — Generating or adapting equipment and technology to serve user needs.
27015,47-2152.04,22,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
27016,47-2152.04,19,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
27017,47-2152.04,19,Operations Analysis — Analyzing needs and product requirements to create a design.
27018,47-2152.04,16,Programming — Writing computer programs for various purposes.
27019,47-2152.04,13,Science — Using scientific rules and methods to solve problems.
27020,27-4014.00,69,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
27021,27-4014.00,66,Speaking — Talking to others to convey information effectively.
27022,27-4014.00,60,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
27023,27-4014.00,56,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
27024,27-4014.00,56,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
27025,27-4014.00,56,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
27026,27-4014.00,53,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
27027,27-4014.00,53,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
27028,27-4014.00,53,"Monitoring — Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action."
27029,27-4014.00,53,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
27030,27-4014.00,50,Coordination — Adjusting actions in relation to others' actions.
27031,27-4014.00,50,Operation and Control — Controlling operations of equipment or systems.
27032,27-4014.00,50,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
27033,27-4014.00,50,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
