,code,importance,category,task
17772,47-4099.03,76,Core,"Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation."
17773,47-4099.03,76,Core,"Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses."
17774,47-4099.03,75,Core,Clean and maintain tools and equipment.
17775,47-4099.03,75,Core,"Apply spackling, compounding, or other materials to repair holes in walls."
17776,47-4099.03,73,Core,"Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners."
17777,47-4099.03,72,Core,"Maintain activity logs, financial transaction logs, or other records of weatherization work performed."
17778,47-4099.03,69,Core,"Explain energy conservation measures, such as the use of low flow showerheads and energy-efficient lighting."
17779,47-4099.03,66,Core,"Prepare or assist in the preparation of bids, contracts, or written reports related to weatherization work."
17780,47-4099.03,63,Core,Install storm windows or storm doors and verify proper fit.
17781,47-4099.03,62,Core,Wrap water heaters with water heater blankets.
17782,15-1299.01,95,Core,"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel."
17783,15-1299.01,91,Core,Identify or document backup or recovery plans.
17784,15-1299.01,90,Core,Back up or modify applications and related data to provide for disaster recovery.
17785,15-1299.01,86,Core,"Correct testing-identified problems, or recommend actions for their resolution."
17786,15-1299.01,86,Core,"Identify, standardize, and communicate levels of access and security."
17787,15-1299.01,83,Core,"Determine sources of Web page or server problems, and take action to correct such problems."
17788,15-1299.01,81,Core,"Implement updates, upgrades, and patches in a timely manner to limit loss of service."
17789,15-1299.01,80,Core,"Implement Web site security measures, such as firewalls or message encryption."
17790,15-1299.01,79,Core,"Collaborate with development teams to discuss, analyze, or resolve usability issues."
17791,15-1299.01,77,Core,"Test issues such as system integration, performance, and system security on a regular schedule or after any major program modifications."
17792,15-1299.01,77,Core,Perform user testing or usage analyses to determine Web sites' effectiveness or usability.
17793,15-1299.01,75,Core,Document application and Web site changes or change procedures.
17794,15-1299.01,75,Core,"Track, compile, and analyze Web site usage data."
17795,15-1299.01,74,Core,Test backup or recovery plans regularly and resolve any problems.
17796,15-1299.01,73,Core,"Recommend Web site improvements, and develop budgets to support recommendations."
17797,15-1299.01,72,Core,"Review or update Web page content or links in a timely manner, using appropriate tools."
17798,15-1299.01,72,Core,"Install or configure Web server software or hardware to ensure that directory structure is well-defined, logical, and secure, and that files are named properly."
17799,15-1299.01,71,Core,"Gather, analyze, or document user feedback to locate or resolve sources of problems."
17800,15-1299.01,71,Core,Set up or maintain monitoring tools on Web servers or Web sites.
17801,15-1299.01,69,Core,"Monitor Web developments through continuing education, reading, or participation in professional conferences, workshops, or groups."
17802,15-1299.01,69,Core,Develop or document style guidelines for Web site content.
17803,15-1299.01,69,Core,Develop Web site performance metrics.
17804,15-1299.01,68,Core,"Collaborate with Web developers to create and operate internal and external Web sites, or to manage projects, such as e-marketing campaigns."
17805,15-1299.01,68,Core,Identify or address interoperability requirements.
17806,15-1299.01,66,Core,Develop or implement procedures for ongoing Web site revision.
17807,15-1299.01,66,Core,Check and analyze operating system or application log files regularly to verify proper system performance.
17808,15-1299.01,66,Core,Provide training or technical assistance in Web site implementation or use.
17809,15-1299.01,65,Core,"Evaluate testing routines or procedures for adequacy, sufficiency, and effectiveness."
17810,15-1299.01,64,Core,"Inform Web site users of problems, problem resolutions, or application changes and updates."
17811,15-1299.01,63,Core,Document installation or configuration procedures to allow maintenance and repetition.
17812,15-1299.01,62,Core,Develop testing routines and procedures.
17813,15-1299.01,58,Core,Test new software packages for use in Web operations or other applications.
17814,15-1299.01,55,Core,"Develop and implement marketing plans for home pages, including print advertising or advertisement rotation."
17815,15-1299.01,53,Core,Evaluate or recommend server hardware or software.
17816,15-1299.01,71,Supplemental,"Administer internet or intranet infrastructure, including Web, file, and mail servers."
17817,15-1254.00,90,Core,Write supporting code for Web applications or Web sites.
17818,15-1254.00,86,Core,"Design, build, or maintain Web sites, using authoring or scripting languages, content creation tools, management tools, and digital media."
17819,15-1254.00,84,Core,Back up files from Web sites to local directories for instant recovery in case of problems.
17820,15-1254.00,79,Core,"Select programming languages, design tools, or applications."
17821,15-1254.00,77,Core,"Evaluate code to ensure that it is valid, is properly structured, meets industry standards, and is compatible with browsers, devices, or operating systems."
17822,15-1254.00,76,Core,Develop databases that support Web applications and Web sites.
17823,15-1254.00,76,Core,"Perform Web site tests according to planned schedules, or after any Web site or product revision."
17824,15-1254.00,75,Core,Perform or direct Web site updates.
17825,15-1254.00,71,Core,"Maintain understanding of current Web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups."
17826,15-1254.00,70,Core,Analyze user needs to determine technical requirements.
17827,15-1254.00,67,Core,"Respond to user email inquiries, or set up automated systems to send responses."
17828,15-1254.00,67,Core,Renew domain name registrations.
17829,15-1254.00,65,Core,"Confer with management or development teams to prioritize needs, resolve conflicts, develop content criteria, or choose solutions."
17830,15-1254.00,64,Core,Communicate with network personnel or Web site hosting agencies to address hardware or software issues affecting Web sites.
17831,15-1254.00,64,Core,Collaborate with management or users to develop e-commerce strategies and to integrate these strategies with Web sites.
17832,15-1254.00,64,Core,"Document test plans, testing procedures, or test results."
17833,15-1254.00,62,Core,Establish appropriate server directory trees.
17834,15-1254.00,60,Core,Recommend and implement performance improvements.
17835,15-1254.00,59,Core,"Document technical factors such as server load, bandwidth, database performance, and browser and device types."
17836,15-1254.00,57,Core,Develop or implement procedures for ongoing Web site revision.
17837,15-1254.00,55,Core,"Create Web models or prototypes that include physical, interface, logical, or data models."
17838,15-1254.00,55,Core,"Provide clear, detailed descriptions of Web site specifications, such as product features, activities, software, communication protocols, programming languages, and operating systems software and hardware."
17839,15-1254.00,53,Core,Evaluate or recommend server hardware or software.
17840,15-1254.00,68,Supplemental,Monitor security system performance logs to identify problems and notify security specialists when problems occur.
17841,15-1254.00,49,Supplemental,Install and configure hypertext transfer protocol (HTTP) servers and associated operating systems.
