,Unnamed: 0,title,company,location,description,date_posted,link
527,527,"Lecturer / Senior Lecturer in Structural Design (Learning, Teaching & Scholarship Track)",University of Glasgow,United Kingdom,Qualification Framework level 12 [PhD] or equivalent Professional Qualifications within the Civil/Structural Engineering domain with a growing reputation for scholarship within the subject area. 2.     Make a,"Cork, Munster",https://scholarshipdb.net/jobs-in-United-Kingdom/Lecturer-Senior-Lecturer-In-Structural-Design-Learning-Teaching-Scholarship-Track-University-Of-Glasgow=EDddg81j7RGUYQAlkGUTnw.html
528,528,Postdoc Position in Artificial Intelligence and Sensor Development for Chemical Processes,Delft University of Technology,Netherlands,"will supervise a team of graduate students and potentially co-supervise PhDs. Theirs, but also your work will be divided over practical as well as computational work at the university as",22 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoc-Position-In-Artificial-Intelligence-And-Sensor-Development-For-Chemical-Processes-Delft-University-Of-Technology=5ZrCT6Vh7RGUYQAlkGUTnw.html
529,529,Research Associate (Postdoc) in Optimization Performance of…,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg",Luxembourg,"the supervision of PhD students Your Profile… * A PhD degree in Telecommunication Engineering, or Electrical Engineering or Computer Science/engineering with a focus on wireless communications * International","Cork, Munster",https://scholarshipdb.net/jobs-in-Luxembourg/Research-Associate-Postdoc-In-Optimization-Performance-Of-Interdisciplinary-Centre-For-Security-Reliability-And-Trust-Sn-T-University-Of-Luxembourg=OY3MO8Vc7RGUYQAlkGUTnw.html
535,535,Research Associate (Postdoc) in Distributed Artificial Intelligence…,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg",Luxembourg,", integrated satellite-space-terrestrial networks, quantum communications and key distribution, spectrum management and coexistence, tactile Internet, and autonomous transportation. As far as technical enablers",7 days ago,https://scholarshipdb.net/jobs-in-Luxembourg/Research-Associate-Postdoc-In-Distributed-Artificial-Intelligence-Interdisciplinary-Centre-For-Security-Reliability-And-Trust-Sn-T-University-Of-Luxembourg=tiIT1b9c7RGUYQAlkGUTnw.html
536,536,"Assistant Prof. Computer Science, spec. Algorithms & Complexity Theory",KTH Royal Institute of Technology,Sweden,", combinatorial optimization, communication complexity, distributed algorithms, graph algorithms, quantum algorithms and proof complexity. Duties The work includes research and supervision of doctoral students",about 1 hour ago,https://scholarshipdb.net/jobs-in-Sweden/Assistant-Prof-Computer-Science-Spec-Algorithms-Complexity-Theory-Kth-Royal-Institute-Of-Technology=MxZvS15a7RGUYQAlkGUTnw.html
537,537,PostDoc for optical diffraction tomography for tumor histology,Delft University of Technology,Netherlands,". The candidate should hold a PhD in a relevant field. Salary and benefits are in accordance with the Collective Labour Agreement for Dutch Universities. The TU Delft offers a customisable compensation package, a",4 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Post-Doc-For-Optical-Diffraction-Tomography-For-Tumor-Histology-Delft-University-Of-Technology=O4B6taBU7RGUYQAlkGUTnw.html
538,538,Project Leader – European Synthetic Cell Initiative,Delft University of Technology,Netherlands,degree. Knowledge of - or at least affinity with- the field of synthetic biology. A PhD in this research field is a plus. Some working knowledge of valorisation and entrepreneurship in the academic field,3 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Project-Leader-European-Synthetic-Cell-Initiative-Delft-University-Of-Technology=L3jQ289T7RGUYQAlkGUTnw.html
539,539,"Senior Scientist, Protein Production",VTT,Finland,"engineering, protein analysis, and protein purification Preferably you have completed a PhD or you have a MSc degree with solid experience, in a relevant field Experience in working with filamentous fungi",3 days ago,https://scholarshipdb.net/jobs-in-Finland/Senior-Scientist-Protein-Production-Vtt=iuBeNCdk7RGUYQAlkGUTnw.html
540,540,PhD position on electrically-driven water removal from biomass (experiments and simulations),Delft University of Technology (TU Delft),Netherlands,PhD position on electrically-driven water removal from biomass (experiments and simulations) PhD position on electrically-driven water removal from biomass (experiments and simulations) Published,20 days ago,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-On-Electrically-Driven-Water-Removal-From-Biomass-Experiments-And-Simulations-Delft-University-Of-Technology-Tu-Delft=OZDcyDdW7RGUYQAlkGUTnw.html
541,541,Associate Professor (UHD) in Advanced Cryogenic Technologies,University of Twente,Netherlands,"for Big Science projects (such as the Einstein telescope) but also in space-based optical detectors and telescopes, cryo electron microscopy and quantum technology. A further challenge is to establish",about 15 hours ago,https://scholarshipdb.net/jobs-in-Netherlands/Associate-Professor-Uhd-In-Advanced-Cryogenic-Technologies-University-Of-Twente=fxb0EPBh7RGUYQAlkGUTnw.html
542,542,NOTICE FOR THE OPENING OF AN INTERNATIONAL SELECTION TENDER PROCEDURE FOR THE HIRING OF DOCTORATE...,University of Minho,Portugal,". General admission requirements are those defined in point 4. For the purpose of determining the appropriate profile for the activity to be developed, the following are special requirements: a) PhD holder",9 days ago,https://scholarshipdb.net/jobs-in-Portugal/Notice-For-The-Opening-Of-An-International-Selection-Tender-Procedure-For-The-Hiring-Of-Doctorate-University-Of-Minho=A6X_J6Vf7RGUYQAlkGUTnw.html
543,543,Postdoc Position in Artificial Intelligence and Sensor Development for Chemical Processes,Delft University of Technology (TU Delft),Netherlands,"organization and collaboration with the industry. You will supervise a team of graduate students and potentially co-supervise PhDs. Theirs, but also your work will be divided over practical as",7 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoc-Position-In-Artificial-Intelligence-And-Sensor-Development-For-Chemical-Processes-Delft-University-Of-Technology-Tu-Delft=E0Y8nfJg7RGUYQAlkGUTnw.html
544,544,Postdoc on Electrochemical CO2 capture and compression,Delft University of Technology (TU Delft),Netherlands,"University of Technology (TU Delft) Requirements A PhD degree, in chemical engineering, mechanical engineering, applied physics or similar Experience in doing experiments with electrochemical systems",7 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoc-On-Electrochemical-Co2-Capture-And-Compression-Delft-University-Of-Technology-Tu-Delft=0bXQivJg7RGUYQAlkGUTnw.html
545,545,Assistant or Associate Professor Unconventional Electronics & Computing Systems,Delft University of Technology,Netherlands,"such as design-for-testability, reliability, and security.  At TU Delft, you’ll be working at the forefront of research on these unconventional electronics and computing systems. The Department of Quantum",2 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Assistant-Or-Associate-Professor-Unconventional-Electronics-Computing-Systems-Delft-University-Of-Technology=emMbgLZP7RGUYQAlkGUTnw.html
546,546,Didactic Trainer,Delft University of Technology,Netherlands,"quantum mechanics, architecture, or aerospace engineering; the participants in your training courses all belong to the (international) top of their field, and you will guide these smart professionals",4 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Didactic-Trainer-Delft-University-Of-Technology=p6B1W2pe7RGUYQAlkGUTnw.html
547,547,Research Associate (Postdoc) in Distributed Artificial Intelligence for 6G Networks,University of Luxembourg,Luxembourg,"of supporting new services in a cost-efficient manner. Use cases of interest include IoT verticals, unmanned aerial vehicles, integrated satellite-space-terrestrial networks, quantum communications and key",14 days ago,https://scholarshipdb.net/jobs-in-Luxembourg/Research-Associate-Postdoc-In-Distributed-Artificial-Intelligence-For-6-G-Networks-University-Of-Luxembourg=Aprv4Dla7RGUYQAlkGUTnw.html
548,548,Faculty -Tenure Track - Physics,Utah Valley University,United States,"of physics will be considered. A PhD is required, and post-doctoral research or undergraduate teaching experience is preferred. The teaching load at UVU is 12 credit hours per semester (typically 3 or 4","Orem, Utah",https://scholarshipdb.net/jobs-in-United-States/Faculty-Tenure-Track-Physics-Utah-Valley-University=7cy2p19U7RGUYQAlkGUTnw.html
549,549,Faculty -Tenure Track - Physics,Utah Valley University,United States,"field of physics will be considered. A PhD is required, and post-doctoral research or undergraduate teaching experience is preferred. The teaching load at UVU is 12 credit hours per semester (typically 3",22 days ago,https://scholarshipdb.net/jobs-in-United-States/Faculty-Tenure-Track-Physics-Utah-Valley-University=wCU_xNBW7RGUYQAlkGUTnw.html
550,550,Assistant or Associate Professor Unconventional Electronics & Computing Systems,Delft University of Technology (TU Delft),Netherlands,". The Department of Quantum & Computer Engineering (QCE) has various openings for assistant and associate professors. You may choose your field of research from our wide range of roadmap topics, based on your vision","Orem, Utah",https://scholarshipdb.net/jobs-in-Netherlands/Assistant-Or-Associate-Professor-Unconventional-Electronics-Computing-Systems-Delft-University-Of-Technology-Tu-Delft=-9mzeclP7RGUYQAlkGUTnw.html
551,551,Data Scientist - ACL,Georgia Institute of Technology,United States,"with an advanced degree; may perform physics-based modeling, applied quantum algorithms, and artificial intelligence (AI). Key Responsibilities Customize complex models and algorithms using state",about 8 hours ago,https://scholarshipdb.net/jobs-in-United-States/Data-Scientist-Acl-Georgia-Institute-Of-Technology=aV6OZXdW7RGUYQAlkGUTnw.html
552,552,John Nesbit Fellow in Pure Mathematics,The University of Queensland,Australia,"Mathematics will support a recent PhD graduate to lay the foundations for a successful career within or outside of academia. The position is research-focused, with the Fellow expected to dedicate approximately",28 days ago,https://scholarshipdb.net/jobs-in-Australia/John-Nesbit-Fellow-In-Pure-Mathematics-The-University-Of-Queensland=8lLr3v1Q7RGUYQAlkGUTnw.html
553,553,Associate Professor in experimental quantum communications,NTNU Norwegian University of Science and Technology,Norway,that the quantity of your research may be reduced as a result. Leave to which the candidate is entitled by law or collective agreement shall be excluded when calculating the time since finishing the PhD. Your,"Atlanta, Georgia",https://scholarshipdb.net/jobs-in-Norway/Associate-Professor-In-Experimental-Quantum-Communications-Ntnu-Norwegian-University-Of-Science-And-Technology=r3dH3aNQ7RGUYQAlkGUTnw.html
554,554,PhD position in gene eletrotransfer and electroporation,Delft University of Technology,Netherlands,"filamentous proteins that lines the cell membrane, plays an important, hitherto unrecognized, role in the barrier function of the cell surface. The aim of this experimental PhD project is to unravel",about 16 hours ago,https://scholarshipdb.net/scholarships-in-Netherlands/Ph-D-Position-In-Gene-Eletrotransfer-And-Electroporation-Delft-University-Of-Technology=ohKUU11R7RGUYQAlkGUTnw.html
559,559,Postdoc positions on Seamless design of Smart Edge Processors,Eindhoven University of Technology (TU/e),Netherlands,"integrated into the SoC platform, while maintaining ultra-low-power and real-time requirements of the applications. The platform should allow easy and secure integration of Post-Quantum Cryptography",22 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Postdoc-Positions-On-Seamless-Design-Of-Smart-Edge-Processors-Eindhoven-University-Of-Technology-Tu-E=4K3v4yhV7RGUYQAlkGUTnw.html
560,560,Open Rank Director,University of Maryland,United States,within the Civil and Environmental Engineering Department and the Clark School of Engineering. The individual appointed as the MTI Director must hold a PhD or equivalent in transportation related fields,"College Park, Maryland",https://scholarshipdb.net/jobs-in-United-States/Open-Rank-Director-University-Of-Maryland=JUNP9mxW7RGUYQAlkGUTnw.html
561,561,Advanced Lab Manager - Dept. of Physics - Manager Technical Services,Cornell University,United States,be withdrawn. For additional information on Cornell’s Vaccination Compliance Program click here . The Advanced Physics Laboratory courses are required for PhD candidates and most undergraduate majors,14 days ago,https://scholarshipdb.net/jobs-in-United-States/Advanced-Lab-Manager-Dept-Of-Physics-Manager-Technical-Services-Cornell-University=254yBPVU7RGUYQAlkGUTnw.html
562,562,"Assistant/Associate Professor, Thermo-Fluids",University of Maryland,United States,. Exceptional candidates with expertise outside these areas are also welcome to apply. Minimum Qualifications: Candidates for the rank of Assistant Professor should have received or expect to receive their PhD in,"Ithaca, New York",https://scholarshipdb.net/jobs-in-United-States/Assistant-Associate-Professor-Thermo-Fluids-University-Of-Maryland=1SQu6WxW7RGUYQAlkGUTnw.html
